NCESSCH;LEAID;LEANM05;SCHNAM05;LCITY05;LSTATE05;LATCOD;LONCOD;MLOCALE;ULOCALE;status05
10123001501;101230;DOTHAN CITY;NORTHVIEW HIGH SCHOOL;DOTHAN;AL;31.2664;-85.38022;8;41;1
10123001634;101230;DOTHAN CITY;PRE SCHOOL CENTER;DOTHAN;AL;31.23057;-85.40404;2;13;1
10123001817;101230;DOTHAN CITY;KELLY SPRINGS ELEMENTARY SCHOOL;DOTHAN;AL;31.27726;-85.46299;2;13;1
10126000460;101260;ELBA CITY;ELBA ELEMENTARY SCHOOL;ELBA;AL;31.42265;-86.10495;7;43;1
10126000461;101260;ELBA CITY;ELBA HIGH SCHOOL;ELBA;AL;31.42489;-86.10405;7;43;1
10126001354;101260;ELBA CITY;ELBA AREA VOCATIONAL SCHOOL;ELBA;AL;31.42489;-86.10405;7;43;1
10129000102;101290;ELMORE COUNTY;WETUMPKA INTERMEDIATE SCHOOL;WETUMPKA;AL;32.54661;-86.2128;4;31;1
10129000463;101290;ELMORE COUNTY;ELMORE COUNTY HIGH SCHOOL;ECLECTIC;AL;32.63394;-86.02993;8;42;1
10129000465;101290;ELMORE COUNTY;HOLTVILLE HIGH SCHOOL;DEATSVILLE;AL;32.6362;-86.324;8;42;1
10129000467;101290;ELMORE COUNTY;ROBINSON SPRINGS ELEMENTARY SCHOOL;MILLBROOK;AL;32.5115;-86.3757;4;31;1
10129000468;101290;ELMORE COUNTY;STANHOPE ELMORE HIGH SCHOOL;MILLBROOK;AL;32.49283;-86.36562;4;31;1
10129000470;101290;ELMORE COUNTY;WETUMPKA ELEMENTARY SCHOOL;WETUMPKA;AL;32.54659;-86.20685;4;31;1
10129000471;101290;ELMORE COUNTY;WETUMPKA HIGH SCHOOL;WETUMPKA;AL;32.55017;-86.22058;4;31;1
10129000833;101290;ELMORE COUNTY;COOSADA ELEMENTARY SCHOOL;MILLBROOK;AL;32.50582;-86.3497;4;31;1
10129000834;101290;ELMORE COUNTY;ELMORE COUNTY TECHNICAL CENTER;WETUMPKA;AL;32.54936;-86.21587;4;31;1
10129001432;101290;ELMORE COUNTY;ECLECTIC MIDDLE SCHOOL;ECLECTIC;AL;32.63524;-86.02335;8;42;1
10129001451;101290;ELMORE COUNTY;HOLTVILLE MIDDLE SCHOOL;DEATSVILLE;AL;32.63147;-86.32488;8;42;1
10129001660;101290;ELMORE COUNTY;MILLBROOK MIDDLE JUNIOR HIGH SCHOOL;MILLBROOK;AL;32.49984;-86.35828;4;31;1
10129001768;101290;ELMORE COUNTY;ECLECTIC ELEMENTARY SCHOOL;ECLECTIC;AL;32.63005;-86.02936;8;42;1
10129001769;101290;ELMORE COUNTY;HOLTVILLE ELEMENTARY SCHOOL;DEATSVILLE;AL;32.63652;-86.32686;8;42;1
10129001770;101290;ELMORE COUNTY;WETUMPKA JUNIOR HIGH SCHOOL;WETUMPKA;AL;32.54341;-86.21069;4;31;1
10132000473;101320;ENTERPRISE CITY;COLLEGE STREET ELEMENTARY SCHOOL;ENTERPRISE;AL;31.31045;-85.86049;6;31;1
10132000474;101320;ENTERPRISE CITY;COPPINVILLE SCHOOL;ENTERPRISE;AL;31.30683;-85.83783;6;31;1
10132000475;101320;ENTERPRISE CITY;DAUPHIN JUNIOR HIGH SCHOOL;ENTERPRISE;AL;31.37122;-85.84637;6;41;1
10132000476;101320;ENTERPRISE CITY;ENTERPRISE HIGH SCHOOL;ENTERPRISE;AL;31.32451;-85.85427;6;31;1
10132000477;101320;ENTERPRISE CITY;ENTERPRISE JUNIOR HIGH SCHOOL;ENTERPRISE;AL;31.31208;-85.85784;6;31;1
10132000478;101320;ENTERPRISE CITY;HILLCREST ELEMENTARY SCHOOL;ENTERPRISE;AL;31.32409;-85.85334;6;31;1
10132000479;101320;ENTERPRISE CITY;HOLLY HILL ELEMENTARY SCHOOL;ENTERPRISE;AL;31.33863;-85.84494;6;31;1
10132000480;101320;ENTERPRISE CITY;PINEDALE ELEMENTARY SCHOOL;ENTERPRISE;AL;31.30498;-85.83833;6;31;1
10132000481;101320;ENTERPRISE CITY;RUCKER BOULEVARD ELEMENTARY SCHOOL;ENTERPRISE;AL;31.32637;-85.81928;6;31;1
10132001719;101320;ENTERPRISE CITY;HARRAND CREEK ELEMENTARY SCHOOL;ENTERPRISE;AL;31.33242;-85.81216;6;31;1
10135000482;101350;ESCAMBIA COUNTY;A.C. MOORE ELEMENTARY SCHOOL;ATMORE;AL;31.01373;-87.48624;6;32;1
10135000484;101350;ESCAMBIA COUNTY;ESCAMBIA COUNTY HIGH SCHOOL;ATMORE;AL;31.00686;-87.48753;6;32;1
10135000485;101350;ESCAMBIA COUNTY;ESCAMBIA COUNTY MIDDLE SCHOOL;ATMORE;AL;31.04473;-87.49352;6;41;1
10135000487;101350;ESCAMBIA COUNTY;FLOMATON HIGH SCHOOL;FLOMATON;AL;31.03992;-87.17491;7;42;1
10135000488;101350;ESCAMBIA COUNTY;HUXFORD ELEMENTARY SCHOOL;HUXFORD;AL;31.22;-87.4619;7;43;1
10135000489;101350;ESCAMBIA COUNTY;POLLARD-MCCALL JUNIOR HIGH SCHOOL;BREWTON;AL;31.06064;-87.16983;6;42;1
10135000492;101350;ESCAMBIA COUNTY;W S NEAL HIGH SCHOOL;EAST BREWTON;AL;31.09157;-87.05566;6;32;1
10135000840;101350;ESCAMBIA COUNTY;ESCAMBIA COUNTY ALTERNATIVE SCHOOL;FLOMATON;AL;31.03995;-87.17491;7;42;1
10135000841;101350;ESCAMBIA COUNTY;ESCAMBIA-BREWTON CAREER TECHNICAL CENTER;BREWTON;AL;31.11673;-87.09817;7;41;1
10135001409;101350;ESCAMBIA COUNTY;TURTLE POINT ENVIRONMENTAL SCIENCE CENTER;FLOMATON;AL;31.0073;-87.2734;7;41;1
10135001504;101350;ESCAMBIA COUNTY;FLOMATON ELEMENTARY SCHOOL;FLOMATON;AL;31.00449;-87.2688;7;32;1
10135001505;101350;ESCAMBIA COUNTY;W S NEAL ELEMENTARY SCHOOL;EAST BREWTON;AL;31.08575;-87.06465;6;32;1
10135001506;101350;ESCAMBIA COUNTY;W S NEAL MIDDLE SCHOOL;EAST BREWTON;AL;31.08575;-87.06467;6;32;1
10135001661;101350;ESCAMBIA COUNTY;RACHEL PATTERSON ELEMENTARY SCHOOL;ATMORE;AL;31.01741;-87.50417;6;41;1
10138000493;101380;ETOWAH COUNTY;CARLISLE ELEMENTARY SCHOOL;BOAZ;AL;34.12214;-86.11838;8;42;1
10138000494;101380;ETOWAH COUNTY;DUCK SPRINGS ELEMENTARY SCHOOL;ATTALLA;AL;34.14264;-86.00143;8;41;1
10138000496;101380;ETOWAH COUNTY;GASTON HIGH SCHOOL;GADSDEN;AL;34.06672;-85.92773;8;41;1
10138000497;101380;ETOWAH COUNTY;GLENCOE ELEMENTARY SCHOOL;GLENCOE;AL;33.9571;-85.93307;4;23;1
10138000498;101380;ETOWAH COUNTY;GLENCOE HIGH SCHOOL;GLENCOE;AL;33.96673;-85.93444;4;23;1
10138000499;101380;ETOWAH COUNTY;HOKES BLUFF ELEMENTARY SCHOOL;HOKES BLUFF;AL;33.99691;-85.86927;4;23;1
10138000500;101380;ETOWAH COUNTY;HOKES BLUFF MIDDLE SCHOOL;HOKES BLUFF;AL;33.99699;-85.86832;4;23;1
10138000501;101380;ETOWAH COUNTY;IVALEE ELEMENTARY SCHOOL;ATTALLA;AL;34.03576;-86.12463;8;41;1
10138000502;101380;ETOWAH COUNTY;JOHN S JONES ELEMENTARY SCHOOL;RAINBOW CITY;AL;33.94601;-86.05922;8;41;1
10138000503;101380;ETOWAH COUNTY;HIGHLAND ELEMENTARY SCHOOL;GADSDEN;AL;34.07872;-85.98921;8;41;1
10138000505;101380;ETOWAH COUNTY;SARDIS HIGH SCHOOL;SARDIS CITY;AL;34.17711;-86.12427;8;41;1
10138000506;101380;ETOWAH COUNTY;SOUTHSIDE HIGH SCHOOL;SOUTHSIDE;AL;33.9225;-86.02242;4;23;1
10138000507;101380;ETOWAH COUNTY;WEST END HIGH SCHOOL;WALNUT GROVE;AL;34.06337;-86.30281;8;42;1
10138000508;101380;ETOWAH COUNTY;WEST END ELEMENTARY SCHOOL;ALTOONA;AL;34.03051;-86.26252;8;42;1
10138000509;101380;ETOWAH COUNTY;WHITESBORO ELEMENTARY SCHOOL;BOAZ;AL;34.16629;-86.07157;8;42;1
10138000845;101380;ETOWAH COUNTY;ETOWAH COUNTY SPECIAL EDUCATION LEARNING CENTER;RAINBOW CITY;AL;33.95775;-86.04349;4;23;1
10138000849;101380;ETOWAH COUNTY;ETOWAH COUNTY ALTERNATIVE SCHOOL;ATTALLA;AL;33.99736;-86.1042;4;23;1
10138000853;101380;ETOWAH COUNTY;CAREER TECHNICAL CENTER;ATTALLA;AL;33.99742;-86.10442;4;23;1
10138001507;101380;ETOWAH COUNTY;GLENCOE MIDDLE SCHOOL;GLENCOE;AL;33.96677;-85.93444;4;23;1
10138001508;101380;ETOWAH COUNTY;RAINBOW MIDDLE SCHOOL;RAINBOW CITY;AL;33.94619;-86.06189;4;23;1
10138001509;101380;ETOWAH COUNTY;SOUTHSIDE ELEMENTARY SCHOOL;SOUTHSIDE;AL;33.91551;-86.02205;4;23;1
10138001662;101380;ETOWAH COUNTY;HOKES BLUFF HIGH SCHOOL;HOKES BLUFF;AL;34.01709;-85.87116;8;41;1
10138002076;101380;ETOWAH COUNTY;ETOWAH COUNTY ALTERNATIVE HIGH SCHOOL;GADSDEN;AL;34.02464;-85.99541;2;13;1
10141000510;101410;EUFAULA CITY;BLUFF CITY ELEMENTARY SCHOOL;EUFAULA;AL;31.86831;-85.15149;6;32;1
10141000511;101410;EUFAULA CITY;EUFAULA HIGH SCHOOL;EUFAULA;AL;31.91702;-85.13928;7;41;1
10141000513;101410;EUFAULA CITY;MOORER MIDDLE SCHOOL;EUFAULA;AL;31.91506;-85.14127;7;41;1
10141000514;101410;EUFAULA CITY;WESTERN HEIGHTS ELEMENTARY SCHOOL;EUFAULA;AL;31.8836;-85.16238;7;41;1
10141001510;101410;EUFAULA CITY;SANFORD AVENUE ELEMENTARY SCHOOL;EUFAULA;AL;31.89741;-85.15069;7;41;1
10141001640;101410;EUFAULA CITY;ALT LEARNING CTR;EUFAULA;AL;31.89736;-85.15068;7;41;1
10144000515;101440;FAIRFIELD CITY;DONALD ELEMENTARY SCHOOL;FAIRFIELD;AL;33.49059;-86.90631;3;21;1
10144000516;101440;FAIRFIELD CITY;FAIRFIELD HIGH PREPARATORY SCHOOL;FAIRFIELD;AL;33.49005;-86.9078;3;21;1
10144000517;101440;FAIRFIELD CITY;FOREST HILLS MIDDLE SCHOOL;FAIRFIELD;AL;33.46758;-86.9182;3;21;1
10144000518;101440;FAIRFIELD CITY;GLEN OAKS ELEMENTARY SCHOOL;FAIRFIELD;AL;33.45975;-86.92701;3;21;1
10144000519;101440;FAIRFIELD CITY;ROBINSON ELEMENTARY SCHOOL;FAIRFIELD;AL;33.47732;-86.91315;3;21;1
10144001361;101440;FAIRFIELD CITY;FAIRFIELD ALTERNATIVE SCHOOL;FAIRFIELD;AL;33.47391;-86.91219;3;21;1
10144001363;101440;FAIRFIELD CITY;FAIRFIELD AREA VOCATIONAL SCHOOL;FAIRFIELD;AL;33.49005;-86.9078;3;21;1
10147000521;101470;FAYETTE COUNTY;BERRY HIGH SCHOOL;BERRY;AL;33.66006;-87.59979;7;42;1
10147000523;101470;FAYETTE COUNTY;FAYETTE MIDDLE SCHOOL;FAYETTE;AL;33.68755;-87.82725;7;41;1
10147000525;101470;FAYETTE COUNTY;HUBBERTVILLE SCHOOL;FAYETTE;AL;33.83061;-87.74363;7;42;1
10147001512;101470;FAYETTE COUNTY;BERRY ELEMENTARY SCHOOL;BERRY;AL;33.66445;-87.60099;7;42;1
10147001514;101470;FAYETTE COUNTY;FAYETTE ELEMENTARY SCHOOL;FAYETTE;AL;33.68679;-87.82692;7;41;1
10147001787;101470;FAYETTE COUNTY;FAYETTE COUNTY HIGH SCHOOL;FAYETTE;AL;33.6889;-87.8264;6;41;1
10153000528;101530;FLORENCE CITY;FLORENCE HIGH SCHOOL;FLORENCE;AL;34.83374;-87.66178;2;13;1
10153000531;101530;FLORENCE CITY;FLORENCE FRESHMAN CENTER;FLORENCE;AL;34.8092;-87.67322;2;13;1
10153000532;101530;FLORENCE CITY;FOREST HILLS SCHOOL;FLORENCE;AL;34.84907;-87.67653;2;13;1
10153000534;101530;FLORENCE CITY;HARLAN ELEMENTARY SCHOOL;FLORENCE;AL;34.83019;-87.68301;2;13;1
10153000535;101530;FLORENCE CITY;WEEDEN ELEMENTARY SCHOOL;FLORENCE;AL;34.8246;-87.6591;2;13;1
10153000536;101530;FLORENCE CITY;FLORENCE MIDDLE SCHOOL;FLORENCE;AL;34.8092;-87.67322;2;13;1
10153001644;101530;FLORENCE CITY;FLORENCE LEARNING CENTER;FLORENCE;AL;34.79607;-87.68286;2;13;1
10153001663;101530;FLORENCE CITY;HANDY SCHOOL;FLORENCE;AL;34.79772;-87.69054;2;13;1
10153001664;101530;FLORENCE CITY;HIBBETT SCHOOL;FLORENCE;AL;34.82074;-87.69411;2;13;1
10156000538;101560;FORT PAYNE CITY;FORT PAYNE HIGH SCHOOL;FORT PAYNE;AL;34.48633;-85.67535;6;41;1
10156000539;101560;FORT PAYNE CITY;WILLIAMS AVENUE ELEMENTARY SCHOOL;FORT PAYNE;AL;34.45562;-85.70657;6;32;1
10156001365;101560;FORT PAYNE CITY;WILLS VALLEY ELEMENTARY SCHOOL;FORT PAYNE;AL;34.48249;-85.68138;6;32;1
10156001750;101560;FORT PAYNE CITY;FORT PAYNE MIDDLE SCHOOL;FORT PAYNE;AL;34.48956;-85.66637;6;41;1
10159000541;101590;FRANKLIN COUNTY;BELGREEN HIGH SCHOOL;RUSSELLVILLE;AL;34.4743;-87.86583;6;42;1
10159000542;101590;FRANKLIN COUNTY;EAST FRANKLIN JUNIOR HIGH SCHOOL;PHIL CAMPBELL;AL;34.38194;-87.59878;7;42;1
10159000544;101590;FRANKLIN COUNTY;PHIL CAMPBELL HIGH SCHOOL;PHIL CAMPBELL;AL;34.3502;-87.7082;7;42;1
10159000545;101590;FRANKLIN COUNTY;RED BAY HIGH SCHOOL;RED BAY;AL;34.4346;-88.1376;7;43;1
10159000547;101590;FRANKLIN COUNTY;THARPTOWN JUNIOR HIGH SCHOOL;RUSSELLVILLE;AL;34.525;-87.62111;6;42;1
10159000548;101590;FRANKLIN COUNTY;VINA HIGH SCHOOL;VINA;AL;34.37398;-88.05936;7;43;1
10159000860;101590;FRANKLIN COUNTY;FRANKLIN COUNTY CAREER TECHNICAL CENTER;RUSSELLVILLE;AL;34.46;-87.854;7;42;1
10159001861;101590;FRANKLIN COUNTY;PHIL CAMPBELL ELEMENTARY SCHOOL;PHIL CAMPBELL;AL;34.3501;-87.7073;7;42;3
10162000551;101620;GADSDEN CITY;DONEHOO ELEMENTARY SCHOOL;GADSDEN;AL;33.99963;-85.98353;2;13;1
10162000552;101620;GADSDEN CITY;CORY MIDDLE SCHOOL;GADSDEN;AL;34.00111;-85.9709;2;13;1
10162000553;101620;GADSDEN CITY;DISQUE MIDDLE SCHOOL;GADSDEN;AL;34.00668;-86.01172;2;13;1
10162000554;101620;GADSDEN CITY;EMMA SANSOM HIGH SCHOOL;GADSDEN;AL;34.02371;-86.03649;2;13;1
10162000555;101620;GADSDEN CITY;EURA BROWN ELEMENTARY SCHOOL;GADSDEN;AL;33.97376;-86.02218;2;13;1
10162000558;101620;GADSDEN CITY;GADSDEN HIGH SCHOOL;GADSDEN;AL;34.01422;-86.02071;2;13;1
10162000559;101620;GADSDEN CITY;GENERAL FORREST MIDDLE SCHOOL;GADSDEN;AL;34.02431;-86.0332;2;13;1
10162000562;101620;GADSDEN CITY;LITCHFIELD HIGH SCHOOL;GADSDEN;AL;34.00281;-85.96505;2;13;1
10162000563;101620;GADSDEN CITY;MITCHELL ELEMENTARY SCHOOL;GADSDEN;AL;34.03933;-86.02026;2;13;1
10162000564;101620;GADSDEN CITY;STRIPLIN ELEMENTARY SCHOOL;GADSDEN;AL;34.00893;-86.00868;2;13;1
10162000565;101620;GADSDEN CITY;WALNUT PARK ELEMENTARY SCHOOL;GADSDEN;AL;34.01121;-86.05471;2;13;1
10162001368;101620;GADSDEN CITY;C I T Y PROGRAM;GADSDEN;AL;34.00479;-85.98866;2;13;1
10162001369;101620;GADSDEN CITY;JK WEAVER TECHNICAL CENTER;GADSDEN;AL;34.00105;-85.96635;2;13;1
10162001517;101620;GADSDEN CITY;GEORGE W FLOYD ELEMENTARY SCHOOL;GADSDEN;AL;34.02613;-86.03437;2;13;1
10162001646;101620;GADSDEN CITY;DRAKE ALTERNATIVE SCHOOL;GADSDEN;AL;34.00105;-85.96635;2;13;1
10162001650;101620;GADSDEN CITY;THERAPEUTIC ACADEMIC PROGRAM;GADSDEN;AL;34.00111;-85.96862;2;13;1
10162001665;101620;GADSDEN CITY;OSCAR W ADAMS ELEMENTARY SCHOOL;GADSDEN;AL;34.00111;-85.96823;2;13;1
10162001666;101620;GADSDEN CITY;RAY THOMPSON ELEMENTARY SCHOOL;GADSDEN;AL;34.03949;-85.97051;2;13;1
10162001824;101620;GADSDEN CITY;GADSDEN CITY HIGH SCHOOL;GADSDEN;AL;;;2;N;7
10164000567;101640;GENEVA CITY;GENEVA HIGH SCHOOL;GENEVA;AL;31.04234;-85.87924;4;32;1
10164000568;101640;GENEVA CITY;MULKEY ELEMENTARY SCHOOL;GENEVA;AL;31.04908;-85.88539;4;41;1
10164001788;101640;GENEVA CITY;GENEVA MIDDLE SCHOOL;GENEVA;AL;31.04222;-85.87921;4;32;1
10166000570;101660;GENEVA COUNTY;GENEVA COUNTY HIGH SCHOOL;HARTFORD;AL;31.0966;-85.69924;8;42;1
10166000571;101660;GENEVA COUNTY;SAMSON HIGH SCHOOL;SAMSON;AL;31.11907;-86.04896;8;43;1
10166001519;101660;GENEVA COUNTY;SLOCOMB HIGH SCHOOL;SLOCOMB;AL;31.09983;-85.60235;8;42;1
10166001771;101660;GENEVA COUNTY;SAMSON ELEMENTARY SCHOOL;SAMSON;AL;31.12518;-86.04334;8;43;1
10166001772;101660;GENEVA COUNTY;SAMSON MIDDLE SCHOOL;SAMSON;AL;31.11907;-86.04896;8;43;1
10166001791;101660;GENEVA COUNTY;GENEVA COUNTY ELEMENTARY SCHOOL;HARTFORD;AL;31.09858;-85.70116;8;42;1
10166001792;101660;GENEVA COUNTY;GENEVA COUNTY MIDDLE SCHOOL;HARTFORD;AL;31.0966;-85.69924;8;42;1
10166001793;101660;GENEVA COUNTY;SLOCOMB ELEMENTARY SCHOOL;SLOCOMB;AL;31.1078;-85.5978;8;42;1
10166001794;101660;GENEVA COUNTY;SLOCOMB MIDDLE SCHOOL;SLOCOMB;AL;31.09983;-85.60235;8;42;1
10168000576;101680;GREENE COUNTY;GREENE COUNTY HIGH SCHOOL;EUTAW;AL;32.84564;-87.89724;8;43;1
10168000578;101680;GREENE COUNTY;PARAMOUNT JUNIOR HIGH SCHOOL;BOLIGEE;AL;32.7646;-88.0303;8;43;1
10168000864;101680;GREENE COUNTY;PETER J KIRKSEY CAREER TECHNICAL CENTER;EUTAW;AL;32.928;-87.9743;8;43;1
10168001452;101680;GREENE COUNTY;EUTAW PRIMARY SCHOOL;EUTAW;AL;32.8383;-87.8944;8;43;1
10168001520;101680;GREENE COUNTY;CARVER MIDDLE SCHOOL;EUTAW;AL;32.8332;-87.87496;8;43;1
10169000579;101690;GUNTERSVILLE CITY;CARLISLE PARK MIDDLE SCHOOL;GUNTERSVILLE;AL;34.36159;-86.30598;6;31;1
10169000580;101690;GUNTERSVILLE CITY;CHEROKEE ELEMENTARY SCHOOL;GUNTERSVILLE;AL;34.32126;-86.33227;6;31;1
10169000581;101690;GUNTERSVILLE CITY;GUNTERSVILLE ELEMENTARY SCHOOL;GUNTERSVILLE;AL;34.35497;-86.30748;6;31;1
10169000582;101690;GUNTERSVILLE CITY;GUNTERSVILLE HIGH SCHOOL;GUNTERSVILLE;AL;34.32048;-86.3122;6;31;1
10171000585;101710;HALE COUNTY;GREENSBORO EAST HIGH SCHOOL;GREENSBORO;AL;32.70726;-87.58786;4;32;1
10171000586;101710;HALE COUNTY;GREENSBORO WEST HIGH SCHOOL;GREENSBORO;AL;32.70304;-87.6019;4;32;1
10171000588;101710;HALE COUNTY;HALE COUNTY HIGH SCHOOL;MOUNDVILLE;AL;32.9599;-87.598;8;42;1
10171000589;101710;HALE COUNTY;MOUNDVILLE ELEMENTARY SCHOOL;MOUNDVILLE;AL;33.00004;-87.63214;8;42;1
10171000592;101710;HALE COUNTY;SUNSHINE HIGH SCHOOL;NEWBERN;AL;32.56554;-87.58001;8;42;1
10171000875;101710;HALE COUNTY;HALE COUNTY TECHNOLOGY CENTER;GREENSBORO;AL;32.721;-87.5929;4;41;1
10171001495;101710;HALE COUNTY;GREENSBORO EAST ELEMENTARY SCHOOL;GREENSBORO;AL;33.25659;-87.60338;4;22;1
10171001496;101710;HALE COUNTY;GREENSBORO WEST ELEMENTARY SCHOOL;GREENSBORO;AL;32.70304;-87.60045;4;32;1
10171001522;101710;HALE COUNTY;AKRON COMMUNITY SCHOOL EAST;AKRON;AL;32.8758;-87.73466;8;42;1
10171001523;101710;HALE COUNTY;AKRON COMMUNITY SCHOOL WEST;AKRON;AL;32.8591;-87.7154;8;42;1
10172000594;101720;HALEYVILLE CITY;HALEYVILLE HIGH SCHOOL;HALEYVILLE;AL;34.22607;-87.60634;6;41;1
10172001370;101720;HALEYVILLE CITY;HALEYVILLE CENTER OF TECHNOLOGY;HALEYVILLE;AL;34.22606;-87.60628;6;41;1
10172001795;101720;HALEYVILLE CITY;HALEYVILLE ELEMENTARY SCHOOL;HALEYVILLE;AL;34.22634;-87.60634;6;41;1
10173000328;101730;HARTSELLE CITY;BARKLEY BRIDGE ELEMENTARY SCHOOL;HARTSELLE;AL;34.42272;-86.94558;4;31;1
10173000596;101730;HARTSELLE CITY;CRESTLINE ELEMENTARY SCHOOL;HARTSELLE;AL;34.43923;-86.94689;4;31;1
10173000597;101730;HARTSELLE CITY;FE BURLESON ELEMENTARY SCHOOL;HARTSELLE;AL;34.45626;-86.92319;8;41;1
10173000598;101730;HARTSELLE CITY;HARTSELLE JUNIOR HIGH SCHOOL;HARTSELLE;AL;34.43276;-86.93271;4;31;1
10173000599;101730;HARTSELLE CITY;HARTSELLE HIGH SCHOOL;HARTSELLE;AL;34.43329;-86.93244;4;31;1
10173001371;101730;HARTSELLE CITY;HARTSELLE AREA VOCATIONAL CENTER;HARTSELLE;AL;34.43329;-86.93244;4;31;1
10174000600;101740;HENRY COUNTY;ABBEVILLE HIGH SCHOOL;ABBEVILLE;AL;31.5803;-85.2715;8;42;1
10174000601;101740;HENRY COUNTY;ABBEVILLE MIDDLE SCHOOL;ABBEVILLE;AL;31.5992;-85.2264;8;42;1
10174000602;101740;HENRY COUNTY;ABBEVILLE ELEMENTARY SCHOOL;ABBEVILLE;AL;31.56713;-85.24893;8;42;1
10174000603;101740;HENRY COUNTY;HEADLAND ELEMENTARY SCHOOL;HEADLAND;AL;31.35022;-85.33829;8;41;1
10174000604;101740;HENRY COUNTY;HEADLAND HIGH SCHOOL;HEADLAND;AL;31.3492;-85.3408;8;41;1
10174000605;101740;HENRY COUNTY;HEADLAND MIDDLE SCHOOL;HEADLAND;AL;31.35088;-85.33773;8;41;1
10174000881;101740;HENRY COUNTY;NEWVILLE LEARNING CENTER;NEWVILLE;AL;31.4588;-85.3412;8;42;1
10176000606;101760;HOMEWOOD CITY;EDGEWOOD ELEMENTARY SCHOOL;HOMEWOOD;AL;33.47127;-86.81094;3;21;1
10176000607;101760;HOMEWOOD CITY;HALL KENT ELEMENTARY SCHOOL;HOMEWOOD;AL;33.45772;-86.82581;3;21;1
10176000608;101760;HOMEWOOD CITY;HOMEWOOD HIGH SCHOOL;HOMEWOOD;AL;33.45727;-86.7979;3;21;1
10176000609;101760;HOMEWOOD CITY;HOMEWOOD MIDDLE SCHOOL;HOMEWOOD;AL;33.4775;-86.8125;3;21;1
10176000610;101760;HOMEWOOD CITY;SHADES CAHABA ELEMENTARY SCHOOL;HOMEWOOD;AL;33.47854;-86.78689;3;21;1
10177000611;101770;HOUSTON COUNTY;ASHFORD HIGH SCHOOL;ASHFORD;AL;31.18349;-85.23148;8;42;1
10177000612;101770;HOUSTON COUNTY;COTTONWOOD HIGH SCHOOL;COTTONWOOD;AL;31.05585;-85.30171;8;42;1
10177000614;101770;HOUSTON COUNTY;HOUSTON COUNTY HIGH SCHOOL;COLUMBIA;AL;31.29315;-85.11434;8;42;1
10177000615;101770;HOUSTON COUNTY;REHOBETH HIGH SCHOOL;DOTHAN;AL;31.12294;-85.45478;8;41;1
10177000616;101770;HOUSTON COUNTY;WEBB ELEMENTARY SCHOOL;WEBB;AL;31.26036;-85.27049;8;41;1
10177000617;101770;HOUSTON COUNTY;WICKSBURG HIGH SCHOOL;NEWTON;AL;31.22566;-85.63313;8;42;1
10177000882;101770;HOUSTON COUNTY;HOUSTON COUNTY ALTERNATIVE SCHOOL;DOTHAN;AL;31.22668;-85.39246;2;13;1
10177000885;101770;HOUSTON COUNTY;HOUSTON COUNTY AREA VOCATIONAL CENTER;ASHFORD;AL;31.18493;-85.22978;8;42;1
10177001668;101770;HOUSTON COUNTY;ASHFORD ELEMENTARY SCHOOL;ASHFORD;AL;31.17914;-85.22831;8;42;1
10177002077;101770;HOUSTON COUNTY;REHOBETH MIDDLE SCHOOL;DOTHAN;AL;31.12474;-85.44923;8;41;1
10177002078;101770;HOUSTON COUNTY;REHOBETH ELEMENTARY SCHOOL;DOTHAN;AL;31.12474;-85.44923;8;41;1
10180000254;101800;HUNTSVILLE CITY;THE SELDON CENTER;HUNTSVILLE;AL;34.72962;-86.60674;2;12;1
10180000533;101800;HUNTSVILLE CITY;HAMPTON COVE ELEMENTARY;OWENS CROSS RDS;AL;34.66004;-86.47675;2;12;1
10180000618;101800;HUNTSVILLE CITY;BLOSSOMWOOD ELEMENTARY SCHOOL;HUNTSVILLE;AL;34.72241;-86.56914;2;12;1
10180000619;101800;HUNTSVILLE CITY;SR BUTLER HIGH SCHOOL;HUNTSVILLE;AL;34.7276;-86.61789;2;12;1
10180000620;101800;HUNTSVILLE CITY;ACADEMY FOR ACADEMICS & ARTS;HUNTSVILLE;AL;34.73755;-86.61165;2;12;1
10180000621;101800;HUNTSVILLE CITY;ROGER B CHAFFEE ELEMENTARY SCHOOL;HUNTSVILLE;AL;34.65686;-86.57359;2;12;1
10180000622;101800;HUNTSVILLE CITY;CHAPMAN ELEMENTARY SCHOOL;HUNTSVILLE;AL;34.75387;-86.55734;2;12;1
10180000623;101800;HUNTSVILLE CITY;MARTIN LUTHER KING JR ELEMENTARY SCHOOL;HUNTSVILLE;AL;34.76502;-86.57244;8;41;1
10180000624;101800;HUNTSVILLE CITY;ACADEMY FOR SCIENCE & FOREIGN LANGUAGE;HUNTSVILLE;AL;34.7711;-86.61033;2;12;1
10180000626;101800;HUNTSVILLE CITY;EAST CLINTON ELEMENTARY SCHOOL;HUNTSVILLE;AL;34.73501;-86.57958;2;12;1
10180000627;101800;HUNTSVILLE CITY;EDWARD WHITE MIDDLE SCHOOL;HUNTSVILLE;AL;34.75953;-86.63521;2;12;1
10180000628;101800;HUNTSVILLE CITY;FARLEY ELEMENTARY SCHOOL;HUNTSVILLE;AL;34.59558;-86.5707;8;41;1
10180000629;101800;HUNTSVILLE CITY;VIRGIL GRISSOM HIGH SCHOOL;HUNTSVILLE;AL;34.65927;-86.53953;2;12;1
